question_id,question_text,option_a,option_b,option_c,option_d,correct_option,category,difficulty_level,age_group,skill_tested,time_limit_sec,marks
Q989,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,9-10,Phonics,36,1
Q990,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,8-9,Sequencing,49,1
Q991,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,9-10,Vocabulary,48,3
Q992,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,11-12,Phonics,30,2
Q993,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,10-11,Recall,48,3
Q994,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,9-10,Recall,26,2
Q995,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,10-11,Spelling,21,3
Q996,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,11-12,Reasoning,54,1
Q997,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,10-11,Recall,50,3
Q998,What is 25 × 4?,50,75,100,125,C,Math,Hard,8-9,Multiplication,22,3
Q999,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,8-9,Subtraction,49,1
Q1000,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,8-9,Sequencing,33,2
Q1001,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,8-9,Spelling,21,2
Q1002,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,8-9,Division,48,2
Q1003,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,11-12,Word Problems,23,1
Q1004,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,9-10,Division,35,1
Q1005,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,9-10,Pattern Recognition,37,2
Q1006,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,11-12,Subtraction,30,1
Q1007,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,11-12,Categorization,50,1
Q1008,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,11-12,Subtraction,27,1
Q1009,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,10-11,Spelling,41,3
Q1010,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,9-10,Recall,51,2
Q1011,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,9-10,Phonics,58,1
Q1012,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,10-11,Grammar,41,2
Q1013,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,11-12,Comparison,34,2
Q1014,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,8-9,Phonics,24,2
Q1015,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,10-11,Sequencing,27,1
Q1016,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,10-11,Sequencing,36,3
Q1017,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,8-9,Vocabulary,52,2
Q1018,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,8-9,Division,24,1
Q1019,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,11-12,Vocabulary,27,3
Q1020,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,11-12,Division,60,3
Q1021,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,9-10,Sequencing,25,1
Q1022,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,11-12,Pattern Recognition,34,3
Q1023,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,8-9,Recall,39,1
Q1024,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,11-12,Comparison,60,2
Q1025,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,9-10,Subtraction,20,2
Q1026,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,10-11,Short-term Memory,28,1
Q1027,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,10-11,Subtraction,57,1
Q1028,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,8-9,Subtraction,60,2
Q1029,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,10-11,Comparison,21,2
Q1030,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,9-10,Phonics,56,2
Q1031,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,11-12,Word Problems,54,2
Q1032,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,10-11,Subtraction,44,2
Q1033,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,11-12,Pattern Recognition,50,3
Q1034,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,11-12,Phonics,41,2
Q1035,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,9-10,Grammar,44,3
Q1036,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,11-12,Vocabulary,55,2
Q1037,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,21,3
Q1038,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,27,3
Q1039,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Hard,10-11,Word Problems,36,3
Q1040,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,9-10,Recall,26,1
Q1041,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,11-12,Recall,23,1
Q1042,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,9-10,Categorization,43,3
Q1043,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,9-10,Recognition,20,2
Q1044,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,10-11,Recall,46,2
Q1045,What is 25 × 4?,50,75,100,125,C,Math,Easy,9-10,Multiplication,24,1
Q1046,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,10-11,Short-term Memory,48,3
Q1047,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,11-12,Spelling,50,1
Q1048,What is 25 × 4?,50,75,100,125,C,Math,Easy,11-12,Multiplication,32,1
Q1049,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,10-11,Geometry,27,1
Q1050,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,9-10,Recall,27,3
Q1051,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,9-10,Sequencing,56,3
Q1052,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,9-10,Short-term Memory,25,3
Q1053,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,10-11,Comparison,30,3
Q1054,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,9-10,Spelling,28,1
Q1055,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,11-12,Categorization,29,3
Q1056,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,11-12,Subtraction,22,3
Q1057,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,8-9,Vocabulary,58,1
Q1058,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,9-10,Geometry,23,2
Q1059,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,11-12,Reasoning,44,1
Q1060,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,8-9,Phonics,42,3
Q1061,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,10-11,Subtraction,26,2
Q1062,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,8-9,Subtraction,25,2
Q1063,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,10-11,Pattern Recognition,34,1
Q1064,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,10-11,Sequencing,54,2
Q1065,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,9-10,Recall,39,1
Q1066,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,10-11,Categorization,37,1
Q1067,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,11-12,Spelling,27,1
Q1068,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,8-9,Subtraction,45,1
Q1069,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,8-9,Vocabulary,45,1
Q1070,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,11-12,Recognition,35,3
Q1071,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,9-10,Vocabulary,56,1
Q1072,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,11-12,Pattern Recognition,50,2
Q1073,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,11-12,Recall,29,3
Q1074,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,10-11,Spelling,49,2
Q1075,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,10-11,Vocabulary,44,2
Q1076,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,9-10,Recall,37,2
Q1077,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,10-11,Geometry,36,2
Q1078,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,9-10,Vocabulary,26,3
Q1079,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,10-11,Recall,56,2
Q1080,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,11-12,Recognition,60,3
Q1081,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,9-10,Comparison,30,3
Q1082,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,11-12,Sequencing,50,1
Q1083,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,9-10,Sequencing,56,1
Q1084,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,9-10,Reasoning,38,1
Q1085,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,11-12,Sequencing,33,3
Q1086,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,8-9,Reasoning,55,1
Q1087,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,9-10,Word Problems,23,1
Q1088,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,10-11,Subtraction,29,3
Q1089,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,8-9,Pattern Recognition,55,2
Q1090,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,8-9,Recognition,36,1
Q1091,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,9-10,Phonics,23,2
Q1092,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,10-11,Division,53,1
Q1093,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,8-9,Comparison,53,3
Q1094,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,8-9,Sequencing,51,3
Q1095,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,8-9,Spelling,37,2
Q1096,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,11-12,Comparison,49,1
Q1097,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,9-10,Spelling,48,1
Q1098,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,10-11,Categorization,60,2
Q1099,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,11-12,Recall,44,1
Q1100,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,8-9,Division,42,3
Q1101,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,11-12,Word Problems,31,2
Q1102,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,8-9,Sequencing,53,3
Q1103,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,11-12,Pattern Recognition,38,2
Q1104,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,9-10,Categorization,40,1
Q1105,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,11-12,Division,58,1
Q1106,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,8-9,Subtraction,36,2
Q1107,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,9-10,Sequencing,23,3
Q1108,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,8-9,Recall,40,3
Q1109,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,9-10,Short-term Memory,49,3
Q1110,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,10-11,Vocabulary,51,3
Q1111,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,11-12,Recall,28,2
Q1112,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,10-11,Reasoning,48,3
Q1113,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,8-9,Word Problems,38,1
Q1114,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,9-10,Grammar,30,3
Q1115,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,11-12,Comparison,40,3
Q1116,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,10-11,Word Problems,54,2
Q1117,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,10-11,Reasoning,48,2
Q1118,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,8-9,Phonics,49,2
Q1119,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,8-9,Sequencing,35,1
Q1120,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,8-9,Grammar,26,2
Q1121,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,8-9,Vocabulary,59,3
Q1122,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,9-10,Categorization,50,1
Q1123,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,11-12,Comparison,38,1
Q1124,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,8-9,Recall,41,2
Q1125,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,9-10,Reasoning,39,2
Q1126,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,9-10,Recognition,41,1
Q1127,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,8-9,Grammar,54,3
Q1128,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,9-10,Reasoning,24,2
Q1129,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,11-12,Short-term Memory,29,1
Q1130,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,9-10,Vocabulary,44,1
Q1131,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,10-11,Recognition,34,3
Q1132,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,8-9,Grammar,44,2
Q1133,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,11-12,Sequencing,36,3
Q1134,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,9-10,Comparison,57,3
Q1135,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,10-11,Pattern Recognition,47,3
Q1136,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,9-10,Vocabulary,47,2
Q1137,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,11-12,Spelling,42,1
Q1138,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,10-11,Recognition,48,2
Q1139,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,10-11,Recall,46,2
Q1140,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,9-10,Vocabulary,48,1
Q1141,What is 25 × 4?,50,75,100,125,C,Math,Easy,8-9,Multiplication,27,1
Q1142,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,11-12,Phonics,30,2
Q1143,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,10-11,Recall,23,1
Q1144,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Easy,9-10,Categorization,44,1
Q1145,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,10-11,Pattern Recognition,35,1
Q1146,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,8-9,Short-term Memory,53,1
Q1147,What is 25 × 4?,50,75,100,125,C,Math,Easy,11-12,Multiplication,27,1
Q1148,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,9-10,Comparison,34,2
Q1149,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,9-10,Vocabulary,41,3
Q1150,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,11-12,Grammar,34,2
Q1151,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,9-10,Subtraction,20,2
Q1152,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,8-9,Vocabulary,50,3
Q1153,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,11-12,Geometry,39,1
Q1154,What is 25 × 4?,50,75,100,125,C,Math,Medium,11-12,Multiplication,60,2
Q1155,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,10-11,Sequencing,37,3
Q1156,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,11-12,Phonics,56,2
Q1157,What is 25 × 4?,50,75,100,125,C,Math,Easy,10-11,Multiplication,34,1
Q1158,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,9-10,Geometry,36,3
Q1159,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,9-10,Vocabulary,57,3
Q1160,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,8-9,Geometry,28,1
Q1161,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,10-11,Short-term Memory,42,1
Q1162,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,8-9,Pattern Recognition,27,3
Q1163,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,9-10,Spelling,22,2
Q1164,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,10-11,Grammar,44,1
Q1165,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,11-12,Geometry,27,3
Q1166,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,10-11,Sequencing,30,3
Q1167,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,8-9,Division,29,3
Q1168,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,11-12,Vocabulary,31,1
Q1169,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,10-11,Recognition,32,1
Q1170,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,10-11,Phonics,43,2
Q1171,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,9-10,Pattern Recognition,58,1
Q1172,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,9-10,Recall,35,1
Q1173,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,11-12,Sequencing,39,3
Q1174,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,9-10,Sequencing,22,1
Q1175,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,11-12,Comparison,36,1
Q1176,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,11-12,Recall,29,1
Q1177,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,9-10,Subtraction,39,3
Q1178,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Hard,9-10,Word Problems,46,3
Q1179,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,11-12,Recognition,36,1
Q1180,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,8-9,Division,27,2
Q1181,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,9-10,Phonics,59,3
Q1182,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,11-12,Short-term Memory,26,3
Q1183,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,10-11,Pattern Recognition,44,3
Q1184,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,9-10,Subtraction,50,3
Q1185,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,8-9,Sequencing,33,2
Q1186,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,10-11,Reasoning,23,2
Q1187,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,9-10,Division,53,1
Q1188,What is 25 × 4?,50,75,100,125,C,Math,Hard,10-11,Multiplication,32,3
Q1189,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,11-12,Vocabulary,46,1
Q1190,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,8-9,Geometry,50,2
Q1191,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,10-11,Recall,57,1
Q1192,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,8-9,Short-term Memory,21,2
Q1193,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,9-10,Sequencing,20,3
Q1194,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,11-12,Recall,37,2
Q1195,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,11-12,Vocabulary,56,2
Q1196,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,11-12,Reasoning,28,2
Q1197,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,8-9,Recall,39,1
Q1198,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,8-9,Reasoning,41,2
Q1199,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,11-12,Pattern Recognition,51,2
Q1200,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,10-11,Short-term Memory,46,2
Q1201,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,8-9,Geometry,43,2
Q1202,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,10-11,Recognition,32,1
Q1203,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,10-11,Vocabulary,25,2
Q1204,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,8-9,Sequencing,58,2
Q1205,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,10-11,Word Problems,32,1
Q1206,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,9-10,Vocabulary,29,1
Q1207,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,11-12,Comparison,38,3
Q1208,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,9-10,Phonics,49,2
Q1209,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,11-12,Recall,25,2
Q1210,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,10-11,Grammar,55,2
